"","Gene.Name","eventID","AS_type","chromosome_name","band"
"1474","Stx18","ENSMUSG00000029125.14;SE:chr5:38039499-38092513:38092580-38104878:+","SE","5","qB3"
"1475","Hpn","ENSMUSG00000001249.14;A3:chr7:31099073-31099215:31098908-31099215:-","A3","7","qB1"
"1476","Tor1aip1","ENSMUSG00000026466.16;AF:chr1:156033800-156034681:156034880:156033800-156035758:156036147:-","AF","1","qG3"
"1477","St13","ENSMUSG00000022403.14;SE:chr15:81392322-81399485:81399687-81399789:-","SE","15","qE1"
"1478","Lemd1","ENSMUSG00000079330.8;AF:chr1:132191431:132191489-132228184:132226343:132226371-132228184:+","AF","1","qE4"
"1479","Lemd1","ENSMUSG00000079330.8;MX:chr1:132229036-132232267:132232337-132256697:132229036-132255421:132255494-132256697:+","MX","1","qE4"
"1480","Tmem136","ENSMUSG00000048503.7;A3:chr9:43111858-43113461:43109338-43113461:-","A3","9","qA5.1"
"1481","Sympk","ENSMUSG00000023118.15;AL:chr7:19053446-19053547:19053884:19053446-19054478:19054618:+","AL","7","qA3"
"1482","9430076C15Rik","ENSMUSG00000053007.9;A3:chr6:53388906-53394440:53388906-53394555:+","A3","6","qB3"
"1483","Arih2","ENSMUSG00000064145.12;AL:chr9:108609896:108609947-108611633:108609980:108610092-108611633:-","AL","9","qF2"
"1484","Hnf4g","ENSMUSG00000017688.14;AF:chr3:3508030:3508332-3638059:3634150:3634347-3638059:+","AF","3","qA1"
"1485","Tmem219","ENSMUSG00000060538.14;SE:chr7:126896938-126897026:126897227-126898224:-","SE","7","qF3"
"1486","1700012B09Rik","ENSMUSG00000031927.9;A5:chr9:14758455-14761605:14758455-14761622:-","A5","9","qA2"
"1487","Camsap3","ENSMUSG00000044433.16;SE:chr8:3606406-3606504:3606820-3607791:+","SE","8","qA1.1"
"1488","Clu","ENSMUSG00000022037.14;AF:chr14:65970620:65970704-65971732:65971303:65971544-65971732:+","AF","14","qD1"
"1489","Tacc2","ENSMUSG00000030852.17;AL:chr7:130760035-130761176:130761449:130760035-130764254:130764785:+","AL","7","qF3"
"1490","Card14","ENSMUSG00000013483.14;A5:chr11:119338935-119339575:119338472-119339575:+","A5","11","qE2"
"1491","Esrra","ENSMUSG00000024955.13;A3:chr19:6914292-6921622:6914195-6921622:-","A3","19","qA"
"1492","Papss1","ENSMUSG00000028032.13;SE:chr3:131564983-131565592:131565643-131565948:+","SE","3","qG3"
"1493","Tpm1","ENSMUSG00000032366.15;AL:chr9:67022590:67023441-67031029:67028848:67029742-67031029:-","AL","9","qC"
"1494","Snx29","ENSMUSG00000071669.14;AF:chr16:11405648:11405787-11413226:11406657:11406896-11413226:+","AF","16","qA1"
"1495","Tarbp2","ENSMUSG00000023051.10;SE:chr15:102518602-102520475:102520577-102521121:+","SE","15","qF3"
"1496","Thoc2","ENSMUSG00000037475.15;AL:chrX:41797110:41797779-41802947:41802344:41802422-41802947:-","AL","X","qA4"
"1497","P2rx5","ENSMUSG00000005950.14;SE:chr11:73165006-73165540:73165611-73166143:+","SE","11","qB4"
"1498","Hp1bp3","ENSMUSG00000028759.13;AF:chr4:138216627:138216740-138221526:138217131:138217294-138221526:+","AF","4","qD3"
"1499","Arrb2","ENSMUSG00000060216.15;SE:chr11:70432753-70435516:70435572-70436163:+","SE","11","qB3"
"1500","Tfeb","ENSMUSG00000023990.18;SE:chr17:47786196-47786278:47786532-47786931:+","SE","17","qC"
"1501","Arf4","ENSMUSG00000021877.11;A3:chr14:26646739-26646888:26646739-26646914:+","A3","14","qA3"
"1502","Mecom","ENSMUSG00000027684.16;AF:chr3:30009897-30012542:30013156:30009897-30509430:30509733:-","AF","3","qA3"
"1503","Nhlrc4","ENSMUSG00000090113.7;SE:chr17:25944318-25944464:25944592-25944877:-","SE","17","qA3.3"
"1504","4932438A13Rik","ENSMUSG00000037270.18;SE:chr3:37011794-37012485:37012685-37012880:+","SE","3","qB"
"1505","Ccdc9","ENSMUSG00000041375.18;AF:chr7:16284546-16285927:16286025:16284546-16286700:16286795:-","AF","7","qA2"
"1506","Shkbp1","ENSMUSG00000089832.8;AF:chr7:27345328-27345417:27345602:27345328-27347002:27347454:-","AF","7","qA3"
"1507","Arhgap39","ENSMUSG00000033697.15;AL:chr15:76751677:76751947-76765485:76758041:76758300-76765485:-","AL","15","qD3"
"1508","Tmcc1","ENSMUSG00000030126.17;SE:chr6:116043805-116093030:116093152-116133767:-","SE","6","qE3"
"1509","Ilf3","ENSMUSG00000032178.14;AF:chr9:21367871:21368099-21387700:21368532:21368602-21387700:+","AF","9","qA3"
"1510","Slc39a3","ENSMUSG00000046822.12;SE:chr10:81035005-81036988:81037111-81037204:-","SE","10","qC1"
"1511","Def8","ENSMUSG00000001482.15;MX:chr8:123443051-123446123:123446184-123447788:123443051-123447317:123447363-123447788:+","MX","8","qE2"
"1512","Hexdc","ENSMUSG00000039307.16;A3:chr11:121219923-121220864:121219923-121221083:+","A3","11","qE2"
"1513","P4htm","ENSMUSG00000006675.10;SE:chr9:108582004-108582082:108582179-108582847:-","SE","9","qF2"
"1514","Spata13","ENSMUSG00000021990.15;SE:chr14:60692548-60706714:60707079-60709425:+","SE","14","qD1"
"1515","Arhgap6","ENSMUSG00000031355.16;AF:chrX:169036611:169036866-169220198:169113047:169113222-169220198:+","AF","X","qF5"
"1516","Slc27a1","ENSMUSG00000031808.7;AF:chr8:71569679:71569841-71579404:71570655:71570888-71579404:+","AF","8","qB3.3"
"1517","Rgs19","ENSMUSG00000002458.13;SE:chr2:181689776-181691233:181691354-181693879:-","SE","2","qH4"
"1518","Atp5j","ENSMUSG00000022890.13;AL:chr16:84831071:84831507-84834809:84833523:84833874-84834809:-","AL","16","qC3.3"
"1519","Sf1","ENSMUSG00000024949.17;AF:chr19:6363963:6364118-6365664:6364194:6364370-6365664:+","AF","19","qA"
"1520","Vrk3","ENSMUSG00000002205.16;A3:chr7:44757895-44759025:44757895-44759042:+","A3","7","qB3"
"1521","Upp1","ENSMUSG00000020407.13;AF:chr11:9118107:9118162-9119374:9118787:9118867-9119374:+","AF","11","qA1"
"1522","Tbrg4","ENSMUSG00000000384.15;AF:chr11:6625213-6625384:6625459:6625213-6625965:6626022:-","AF","11","qA1"
"1523","Ap5s1","ENSMUSG00000068264.11;A3:chr2:131210681-131212447:131210681-131212451:+","A3","2","qF1"
"1524","Cpa5","ENSMUSG00000029788.13;A5:chr6:30611443-30612507:30611385-30612507:+","A5","6","qA3.3"
"1525","Dmkn","ENSMUSG00000060962.12;SE:chr7:30767430-30769715:30769762-30771033:+","SE","7","qB1"
"1526","Gabra2","ENSMUSG00000000560.9;A3:chr5:71014636-71034730:71014575-71034730:-","A3","5","qC3.1"
"1527","Nell2","ENSMUSG00000022454.16;AF:chr15:95527886-95528231:95528252:95527886-95528476:95528706:-","AF","15","qE3"
"1528","Traf7","ENSMUSG00000052752.15;AF:chr17:24519246-24527455:24527489:24519246-24527766:24527850:-","AF","17","qA3.3"
"1529","Dlg3","ENSMUSG00000000881.12;SE:chrX:100768428-100771307:100771360-100771615:+","SE","X","qC3"
"1530","Rit1","ENSMUSG00000028057.14;SE:chr3:88716957-88717326:88717470-88717602:+","SE","3","qF1"
"1531","Aldoa","ENSMUSG00000030695.14;AF:chr7:126797776-126799045:126799170:126797776-126800288:126800447:-","AF","7","qF3"
"1532","Spcs2","ENSMUSG00000035227.7;AF:chr7:99849059-99858764:99858899:99849059-99863228:99863371:-","AF","7","qE1"
"1533","Fcho1","ENSMUSG00000070000.13;A3:chr8:71721304-71721819:71721300-71721819:-","A3","8","qB3.3"
"1534","Zbp1","ENSMUSG00000027514.14;RI:chr2:173210536:173210733-173212099:173212266:-","RI","2","qH3"
"1535","Sugp2","ENSMUSG00000036054.15;AF:chr8:70234233:70234652-70236668:70236388:70236532-70236668:+","AF","8","qB3.3"
"1536","P3h4","ENSMUSG00000006931.15;A5:chr11:100411197-100411729:100411197-100411792:-","A5","11","qD"
"1537","Rhpn1","ENSMUSG00000022580.12;A3:chr15:75710832-75710988:75710832-75710998:+","A3","15","qD3"
"1538","Osbpl7","ENSMUSG00000038534.17;A3:chr11:97052376-97052486:97052376-97052527:+","A3","11","qD"
"1539","Plac9b","ENSMUSG00000072674.10;AF:chr14:26170237-26181759:26181856:26170237-26182166:26182480:-","AF",NA,NA
"1540","Arl5b","ENSMUSG00000017418.13;RI:chr2:15076256:15076295-15081902:15082452:+","RI","2","qA2"
"1541","Dbnl","ENSMUSG00000020476.14;A3:chr11:5797175-5797275:5797175-5797284:+","A3","11","qA1"
"1542","Brix1","ENSMUSG00000022247.12;AF:chr15:10483406-10485351:10485385:10483406-10485735:10485947:-","AF","15","qA1"
"1543","Srr","ENSMUSG00000001323.17;A5:chr11:74919662-74925604:74919662-74925619:-","A5","11","qB5"
"1544","Dlg3","ENSMUSG00000000881.12;RI:chrX:100772823:100772959-100773265:100773409:+","RI","X","qC3"
"1545","Bend6","ENSMUSG00000042182.16;AF:chr1:33878437-33883441:33883490:33878437-33907566:33907768:-","AF","1","qB"
"1546","Kdm3a","ENSMUSG00000053470.13;SE:chr6:71632271-71632497:71632579-71632838:-","SE","6","qC1"
"1547","Wbscr27","ENSMUSG00000040557.14;SE:chr5:134934424-134935779:134935871-134940457:+","SE","5","qG2"
"1548","Klhl22","ENSMUSG00000022750.17;AF:chr16:17759621:17759706-17764384:17760355:17760489-17764384:+","AF","16","qA3"
"1549","R3hcc1","ENSMUSG00000034194.17;AF:chr14:69706684-69707054:69707493:69706684-69707506:69707553:-","AF","14","qD2"
"1550","Aspscr1","ENSMUSG00000025142.17;A3:chr11:120708709-120708930:120708709-120709071:+","A3","11","qE2"
"1551","Cept1","ENSMUSG00000040774.15;AF:chr3:106539603-106547376:106547592:106539603-106547680:106547802:-","AF","3","qF2.3"
"1552","Tsg101","ENSMUSG00000014402.15;A3:chr7:46908991-46910745:46908963-46910745:-","A3","7","qB3"
"1553","Tet2","ENSMUSG00000040943.12;SE:chr3:133476635-133479342:133479365-133480133:-","SE","3","qG3"
"1554","Fgfr2","ENSMUSG00000030849.18;A5:chr7:130185380-130196172:130185380-130196178:-","A5","7","qF3"
"1555","Msi2","ENSMUSG00000069769.13;AF:chr11:88717745-88718029:88718101:88717745-88718452:88718513:-","AF","11","qC"
"1556","Trip12","ENSMUSG00000026219.14;AF:chr1:84814969-84839229:84839301:84814969-84840234:84840266:-","AF","1","qC5"
"1557","Tmem198","ENSMUSG00000051703.14;A5:chr1:75480397-75482569:75480329-75482569:+","A5","1","qC4"
"1558","Mme","ENSMUSG00000027820.12;A5:chr3:63295949-63300125:63295878-63300125:+","A5","3","qE1"
"1559","Mylpf","ENSMUSG00000030672.12;AF:chr7:127208899:127208951-127212861:127211608:127211763-127212861:+","AF","7","qF3"
"1560","Fignl1","ENSMUSG00000035455.12;SE:chr11:11803063-11805959:11806215-11808895:-","SE","11","qA1"
"1561","Sirt3","ENSMUSG00000025486.17;MX:chr7:140865184-140865666:140865826-140869489:140865184-140867731:140867886-140869489:-","MX","7","qF4"
"1562","Ucp2","ENSMUSG00000033685.13;AF:chr7:100493337:100493465-100494214:100493795:100494010-100494214:+","AF","7","qE2"
"1563","Gstm4","ENSMUSG00000027890.17;A5:chr3:108044428-108044637:108044428-108044810:-","A5","3","qF2.3"
"1564","Rnf181","ENSMUSG00000055850.12;A5:chr6:72361226-72362241:72361226-72362317:-","A5","6","qC1"
"1565","Lyrm5","ENSMUSG00000040370.13;RI:chr6:145214522:145214545-145214765:145215271:+","RI","6","qG3"
"1566","Faap20","ENSMUSG00000073684.13;A3:chr4:155250062-155250506:155250062-155250507:+","A3","4","qE2"
"1567","Zfp384","ENSMUSG00000038346.18;SE:chr6:125031022-125031671:125031853-125033240:+","SE","6","qF2"
"1568","Zfp974","ENSMUSG00000070709.12;SE:chr7:27920795-27926284:27926410-27927401:-","SE","7","qA3"
"1569","Slco1a5","ENSMUSG00000063975.13;SE:chr6:142262728-142266298:142266430-142268192:-","SE","6","qG2"
"1570","Nop56","ENSMUSG00000027405.16;AF:chr2:130276597:130276653-130277032:130276717:130276858-130277032:+","AF","2","qF1"
"1571","Hemk1","ENSMUSG00000032579.14;AF:chr9:107329432-107330710:107330800:107329432-107338281:107338332:-","AF","9","qF1"
"1572","Mocs1","ENSMUSG00000064120.13;RI:chr17:49454030:49454201-49455257:49455435:+","RI","17","qC"
"1573","Zscan2","ENSMUSG00000038797.13;AF:chr7:80860920:80861077-80863165:80862108:80862308-80863165:+","AF","7","qD2"
"1574","Rassf1","ENSMUSG00000010067.13;AF:chr9:107555376:107555718-107557453:107556611:107556751-107557453:+","AF","9","qF1"
"1575","Atp4a","ENSMUSG00000005553.14;A5:chr7:30720367-30720467:30720340-30720467:+","A5","7","qB1"
"1576","Ilf3","ENSMUSG00000032178.14;AF:chr9:21368003:21368099-21387700:21373473:21373582-21387700:+","AF","9","qA3"
"1577","Ptpn1","ENSMUSG00000027540.13;A5:chr2:167932556-167963628:167932329-167963628:+","A5","2","qH3"
"1578","Fmo4","ENSMUSG00000026692.12;SE:chr1:162808449-162809790:162809929-162812529:-","SE","1","qH2.1"
"1579","Mapk7","ENSMUSG00000001034.17;A5:chr11:61493069-61493524:61493069-61493597:-","A5","11","qB2"
"1580","Soat1","ENSMUSG00000026600.12;SE:chr1:156458004-156466658:156466798-156474148:-","SE","1","qG3"
"1581","Ccdc120","ENSMUSG00000031150.12;A5:chrX:7738523-7740143:7738523-7740155:-","A5","X","qA1.1"
"1582","Pld3","ENSMUSG00000003363.15;MX:chr7:27542904-27545188:27545285-27552998:27542904-27549010:27549093-27552998:-","MX","7","qA3"
"1583","Abcc1","ENSMUSG00000023088.16;AL:chr16:14394090-14394195:14394327:14394090-14396351:14396405:+","AL","16","qA1"
"1584","Dnajc12","ENSMUSG00000036764.11;AF:chr10:63382443:63382518-63395785:63386563:63386775-63395785:+","AF","10","qB4"
"1585","Ptpn4","ENSMUSG00000026384.13;AF:chr1:119773271-119783482:119783502:119773271-119802323:119802422:-","AF","1","qE2.3"
"1586","Pfkfb2","ENSMUSG00000026409.14;SE:chr1:130691148-130697017:130698085-130698679:-","SE","1","qE4"
"1587","Rbm12","ENSMUSG00000089824.10;A5:chr2:156103429-156111828:156103429-156111906:-","A5","2","qH1"
"1588","Yif1b","ENSMUSG00000030588.12;AF:chr7:29238329:29238436-29244070:29238473:29238563-29244070:+","AF","7","qB1"
"1589","Eml2","ENSMUSG00000040811.15;SE:chr7:19200631-19201124:19201191-19201565:+","SE","7","qA3"
"1590","Eml2","ENSMUSG00000040811.15;SE:chr7:19201653-19201830:19201927-19202509:+","SE","7","qA3"
"1591","Psme2","ENSMUSG00000079197.10;AF:chr14:55590527-55590842:55590973:55590527-55591022:55591113:-","AF","14","qC3"
"1592","Numa1","ENSMUSG00000066306.13;AF:chr7:101969821:101969969-101977380:101970739:101970827-101977380:+","AF","7","qE2"
"1593","Fbxo21","ENSMUSG00000032898.9;AF:chr5:117976784:117977039-117977858:117977314:117977347-117977858:+","AF","5","qF"
"1594","Lrrc47","ENSMUSG00000029028.14;A5:chr4:154019885-154020437:154019813-154020437:+","A5","4","qE2"
"1595","Gse1","ENSMUSG00000031822.20;AF:chr8:120488447:120489151-120553584:120537429:120537562-120553584:+","AF","8","qE1"
"1596","Gdpd5","ENSMUSG00000035314.10;AF:chr7:99381414:99382208-99387104:99385898:99385961-99387104:+","AF","7","qE1"
"1597","Sh2d5","ENSMUSG00000045349.15;MX:chr4:138250508-138253612:138253689-138254273:138250508-138253831:138253958-138254273:+","MX","4","qD3"
"1598","Fam53a","ENSMUSG00000037339.17;A5:chr5:33614834-33628853:33614834-33629337:-","A5","5","qB2"
"1599","Ppp1r35","ENSMUSG00000029725.10;AF:chr5:137778849:137778897-137779302:137778904:137779221-137779302:+","AF","5","qG2"
"1600","Tm9sf1","ENSMUSG00000002320.15;AF:chr14:55642955-55643180:55643251:55642955-55643597:55643771:-","AF","14","qC3"
"1601","Tmed2","ENSMUSG00000029390.13;AF:chr5:124540695:124541041-124542972:124541329:124541432-124542972:+","AF","5","qF"
"1602","Serbp1","ENSMUSG00000036371.6;A5:chr6:67272232-67272819:67272228-67272819:+","A5","6","qC1"
"1603","Psmg3","ENSMUSG00000029551.13;A5:chr5:139826364-139826722:139826364-139826809:-","A5","5","qG2"
"1604","Nmnat3","ENSMUSG00000032456.13;SE:chr9:98296980-98354019:98354164-98399456:+","SE","9","qE3.3"
"1605","Shank3","ENSMUSG00000022623.15;SE:chr15:89533454-89538015:89538038-89543100:+","SE","15","qE3"
"1606","Shank3","ENSMUSG00000022623.15;SE:chr15:89543878-89547626:89549882-89557735:+","SE","15","qE3"
"1607","Gjc1","ENSMUSG00000034520.14;AF:chr11:102802916-102804281:102804901:102802916-102819060:102819210:-","AF","11","qE1"
"1608","Cdv3","ENSMUSG00000032803.15;AL:chr9:103353094:103355313-103356280:103355950:103356026-103356280:-","AL","9","qF1"
"1609","Slc29a1","ENSMUSG00000023942.15;SE:chr17:45585782-45586094:45586305-45587228:-","SE","17","qC"
"1610","Camta2","ENSMUSG00000040712.16;AF:chr11:70686166-70686347:70686389:70686166-70687886:70687972:-","AF","11","qB3"
"1611","Lamb2","ENSMUSG00000052911.9;A5:chr9:108479969-108480058:108479914-108480058:+","A5","9","qF2"
"1612","Ubl3","ENSMUSG00000001687.15;A5:chr5:148512002-148551459:148512002-148551505:-","A5","5","qG3"
"1613","Slc39a8","ENSMUSG00000053897.15;AF:chr3:135825279:135825531-135826240:135825790:135826083-135826240:+","AF","3","qG3"
"1614","Ubap1","ENSMUSG00000028437.14;MX:chr4:41371849-41378947:41379870-41388096:41371849-41387175:41387357-41388096:+","MX","4","qA5"
"1615","Senp8","ENSMUSG00000051705.13;SE:chr9:59737868-59739940:59740032-59750262:-","SE","9","qB"
"1616","Creg1","ENSMUSG00000040713.12;AF:chr1:165763746:165764138-165769813:165769476:165769520-165769813:+","AF","1","qH2.3"
"1617","Mib1","ENSMUSG00000024294.13;AL:chr18:10812156-10815736:10817628:10812156-10817819:10818704:+","AL","18","qA1"
"1618","Traf7","ENSMUSG00000052752.15;AF:chr17:24519246-24527455:24527489:24519246-24527766:24527863:-","AF","17","qA3.3"
"1619","Sdcbp","ENSMUSG00000028249.15;AL:chr4:6386708-6392946:6392995:6386708-6407264:6408423:+","AL","4","qA1"
"1620","Gmip","ENSMUSG00000036246.14;SE:chr8:69818110-69820434:69820500-69820597:+","SE","8","qB3.3"
"1621","Pdp1","ENSMUSG00000049225.14;AF:chr4:11962233-11965884:11965981:11962233-11966302:11966420:-","AF","4","qA1"
"1622","Stx16","ENSMUSG00000027522.15;A5:chr2:174076382-174077124:174076372-174077124:+","A5","2","qH4"
"1623","Rest","ENSMUSG00000029249.15;AF:chr5:77265491:77265788-77267932:77266196:77266413-77267932:+","AF","5","qC3.3"
"1624","Glipr1","ENSMUSG00000056888.11;SE:chr10:111993680-111996858:111997251-112002500:-","SE","10","qD1"
"1625","Glis1","ENSMUSG00000034762.9;SE:chr4:107623235-107627460:107627616-107631754:+","SE","4","qC7"
"1626","Vrk3","ENSMUSG00000002205.16;A5:chr7:44748729-44752115:44748651-44752115:+","A5","7","qB3"
"1627","Cmtr1","ENSMUSG00000024019.17;AF:chr17:29660595:29660771-29663172:29660807:29661158-29663172:+","AF","17","qA3.3"
"1628","Phf21a","ENSMUSG00000058318.15;SE:chr2:92214089-92215449:92215575-92221472:+","SE","2","qE1"
"1629","Senp8","ENSMUSG00000051705.13;MX:chr9:59737868-59739940:59740051-59750578:59737868-59750262:59750371-59750578:-","MX","9","qB"
"1630","Mtif2","ENSMUSG00000020459.14;A5:chr11:29526843-29529929:29526487-29529929:+","A5","11","qA3.3"
"1631","C2cd3","ENSMUSG00000047248.20;AF:chr7:100464211:100464315-100469379:100465407:100465557-100469379:+","AF","7","qE2"
"1632","Olfr986","ENSMUSG00000051095.6;SE:chr9:40181163-40185871:40185976-40187104:+","SE","9","qA5.1"
"1633","Fam171a2","ENSMUSG00000034685.4;A3:chr11:102439558-102439660:102439529-102439660:-","A3","11","qD"
"1634","Proca1","ENSMUSG00000044122.14;SE:chr11:78201892-78204065:78204197-78204840:+","SE","11","qB5"
"1635","Taok3","ENSMUSG00000061288.13;AF:chr5:117120129:117120339-117185527:117126301:117126503-117185527:+","AF","5","qF"
"1636","Surf1","ENSMUSG00000015790.16;SE:chr2:26915769-26915955:26916006-26916257:-","SE","2","qA3"
"1637","St3gal4","ENSMUSG00000032038.7;AF:chr9:35055649-35106575:35106667:35055649-35119003:35119183:-","AF","9","qA4"
"1638","Nipa2","ENSMUSG00000030452.16;SE:chr7:55944709-55961452:55961572-55962200:-","SE","7","qB5"
"1639","Atp11a","ENSMUSG00000031441.15;SE:chr8:12859479-12861640:12861724-12861912:+","SE","8","qA1.1"
"1640","Pias3","ENSMUSG00000028101.18;RI:chr3:96699420:96699653-96699759:96699837:+","RI","3","qF2.1"
"1641","Mill2","ENSMUSG00000040987.14;A3:chr7:18856203-18856312:18856203-18856406:+","A3","7","qA3"
"1642","Tmem237","ENSMUSG00000038079.14;AF:chr1:59118006-59119952:59120094:59118006-59120318:59120382:-","AF","1","qC1.3"
"1643","Wdr45","ENSMUSG00000039382.12;SE:chrX:7727271-7727347:7727492-7727750:+","SE","X","qA1.1"
"1644","Kctd1","ENSMUSG00000036225.14;AF:chr18:15007874-15061768:15063582:15007874-15151316:15151446:-","AF","18","qA1"
"1645","Acox2","ENSMUSG00000021751.13;AF:chr14:8256935-8257839:8257871:8256935-8258767:8258832:-","AF","14","qA1"
"1646","Thsd4","ENSMUSG00000032289.15;AF:chr9:60497205-60510841:60511035:60497205-60521866:60522046:-","AF","9","qB"
"1647","Apc2","ENSMUSG00000020135.13;AF:chr10:80295977:80296053-80301820:80301035:80301249-80301820:+","AF","10","qC1"
"1648","Pianp","ENSMUSG00000030329.11;AF:chr6:124997075:124997201-124998918:124998437:124998485-124998918:+","AF","6","qF2"
"1649","Endov","ENSMUSG00000039850.16;AF:chr11:119491374:119491459-119499527:119491630:119491956-119499527:+","AF","11","qE2"
"1650","Trex1","ENSMUSG00000049734.9;AF:chr9:109058928-109059189:109059251:109058928-109059647:109059734:-","AF","9","qF2"
"1651","Rpn2","ENSMUSG00000027642.15;AF:chr2:157279017:157279212-157283584:157279569:157279773-157283584:+","AF","2","qH1"
"1652","Rps27l","ENSMUSG00000036781.13;AF:chr9:66946091:66946180-66946831:66946355:66946512-66946831:+","AF","9","qC"
"1653","Zfand2b","ENSMUSG00000026197.12;AF:chr1:75168655:75168906-75169185:75168928:75168962-75169185:+","AF","1","qC4"
"1654","Fam192a","ENSMUSG00000031774.8;A5:chr8:94589407-94601497:94589407-94601544:-","A5","8","qC5"
"1655","Cd164l2","ENSMUSG00000028865.13;SE:chr4:133221776-133222169:133222213-133223603:+","SE","4","qD2.3"
